OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320343"",""7200AA19APS00015"")",People-To-People (P2P) Reconciliation Fund,USAID,Agency for International Development,,,"Michael Kwaw
Acquisition and Assistance Specialist",,FY19CMMP2P@usaid.gov,,,09/06/2019,09/05/2020,02/14/2020 13:38:14,Synopsis 12,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320355"",""N00173-19-S-BA01"")",NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research,DOD-ONR-NRL,Naval Research Laboratory,,,"Mary A Johnson
Procurement Analyst
Phone 202-767-2021",,nrlproposals@nrl.navy.mil,,,09/06/2019,09/05/2020,03/24/2020 09:05:24,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320277"",""PAR-19-363"")",Integration of Imaging and Fluid-Based Tumor Monitoring in Cancer Therapy (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/05/2019,05/07/2021,09/05/2019 14:51:05,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320359"",""RFA-CA-19-049"")",Revision Applications for Mechanisms of Drug Resistance (R01 Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/05/2019,06/23/2021,09/06/2019 11:49:06,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320363"",""RFA-CA-19-053"")",Revision Applications for Mechanisms of Drug Resistance (P50 Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/05/2019,06/23/2021,09/06/2019 12:07:06,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320362"",""RFA-CA-19-052"")",Revision Applications for Mechanisms of Drug Resistance (P01 Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/05/2019,06/23/2021,09/06/2019 12:03:06,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320195"",""PAR-19-357"")",Myeloid-Derived Suppressor Cells (MDSCs) as Potential Therapeutic Targets in TB/HIV (R01 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/03/2019,01/10/2022,09/03/2019 13:10:03,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320196"",""PAR-19-364"")",Myeloid-Derived Suppressor Cells (MDSCs) as Potential Therapeutic Targets in TB/HIV (R21 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/03/2019,01/10/2022,09/03/2019 13:12:03,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320218"",""PRIME-2019-02"")",Program for Investment in Microentrepreneurs (PRIME),SBA,Small Business Administration,,,"Robert Karasek
Grants Officer Technical Representative",202-205-7171,Robert.Karasek@sba.gov,,,09/03/2019,,09/03/2019 17:13:03,Forecast 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320197"",""PAR-19-362"")",Planning Grant for Global Infectious Disease Research Training Program (D71 No Clinical Trials Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/03/2019,10/28/2021,09/03/2019 13:37:03,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320214"",""RFA-HL-20-021"")",Trans-Agency Blood-Brain Interface Program (R61/R33 - Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,09/03/2019,12/21/2021,09/03/2019 09:38:03,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320114"",""RFA-OH-20-005"")",Commercial Fishing Occupational Safety Training Project Grants,HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,3000000,6,BRIDGETTE GARRETT,(770) 488-5715,beg8@cdc.gov,10/04/2019,12/06/2019,08/30/2019,,08/30/2019 09:45:30,Forecast 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320087"",""PD-19-118Y"")",Security and Preparedness,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/30/2019,08/17/2020,01/31/2020 01:00:31,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320098"",""PD-19-120Y"")",Accountable Institutions and Behavior,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/30/2019,08/17/2020,01/31/2020 01:00:31,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320075"",""PAR-19-352"")",Intervening with Cancer Caregivers to Improve Patient Health Outcomes and Optimize Health Care Utilization (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/29/2019,09/07/2022,08/29/2019 08:00:29,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320076"",""PAR-19-355"")",Intervening with Cancer Caregivers to Improve Patient Health Outcomes and Optimize Health Care Utilization (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/29/2019,09/07/2022,08/29/2019 08:02:29,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320078"",""PAR-19-360"")",Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake  (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/29/2019,09/07/2022,08/29/2019 10:10:29,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320094"",""PAR-19-359"")",Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake  (R03 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/29/2019,07/16/2022,08/29/2019 10:11:29,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320079"",""PAR-19-358"")",Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake  (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/29/2019,09/07/2022,08/29/2019 10:13:29,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320036"",""PAR-19-356"")",NCI Clinical and Translational Exploratory/Developmental Studies  (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/28/2019,07/20/2022,08/28/2019 12:47:28,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320034"",""PAR-19-354"")",Neural Regulation of Cancer (R21 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/28/2019,05/27/2022,08/28/2019 10:27:28,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=320054"",""PAR-19-353"")",Neural Regulation of Cancer (R01 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/28/2019,05/27/2022,08/28/2019 10:30:28,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319933"",""PD-19-1340"")",Research in the Formation of Engineers,NSF,National Science Foundation,5600000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/24/2019,,04/04/2020 01:00:04,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319772"",""PAR-19-351"")",Limited Competition: Exploratory and Developmental Research Grant Program for NIAID K01/K08/K23 Recipients (R21 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/20/2019,09/07/2020,08/20/2019 12:03:20,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319713"",""19-596"")",NSF/DOE Partnership in Basic Plasma Science and Engineering,NSF,National Science Foundation,4000000,30,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/18/2019,11/16/2020,12/04/2019 01:00:04,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319642"",""PAR-19-348"")",Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/16/2019,06/08/2022,08/16/2019 13:06:16,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319643"",""PAR-19-350"")",Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/16/2019,06/08/2022,08/16/2019 13:08:16,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319620"",""PAR-19-346"")",Investigations on Primary Immunodeficiency Diseases/Inborn Errors of Immunity (R21 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/16/2019,09/07/2022,08/16/2019 12:32:16,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319641"",""PAR-19-347"")",Investigations on Primary Immunodeficiency Diseases/Inborn Errors of Immunity (R03 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/16/2019,07/16/2022,08/16/2019 12:33:16,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319616"",""PAR-19-345"")",NIDA Program Project Grant Applications (P01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/16/2019,09/07/2022,08/16/2019 08:57:16,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319524"",""PAR-19-344"")",Explainable Artificial Intelligence for Decoding and Modulating Neural Circuit Activity Linked to Behavior (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/14/2019,03/10/2022,08/14/2019 14:11:14,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319574"",""PAR-19-343"")",Maximizing Opportunities for Scientific and Academic Independent Careers (MOSAIC) Postdoctoral Career Transition Award to Promote Diversity (K99/R00 - Independent Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/14/2019,11/14/2022,08/15/2019 10:09:15,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319126"",""EDA-2019-DISASTER"")",FY 2019 EDA Disaster Supplemental,DOC-EDA,Economic Development Administration,,,www.eda.gov/contact,,www.eda.gov/contact,,,08/13/2019,,06/18/2020 15:07:18,Synopsis 3,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319429"",""PAR-19-339"")",Leveraging Cognitive Neuroscience to Improve Assessment of Cancer Treatment-Related Cognitive Impairment (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/12/2019,06/08/2022,08/12/2019 12:51:12,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319411"",""PAR-19-340"")",Leveraging Cognitive Neuroscience to Improve Assessment of Cancer Treatment-Related Cognitive Impairment (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/12/2019,06/08/2022,08/12/2019 12:50:12,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319212"",""19-594"")",Long-Term Ecological Research New Urban Site Competition,NSF,National Science Foundation,7126200,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/07/2019,08/14/2020,03/19/2020 01:00:19,Synopsis 4,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319196"",""NOT-OD-19-073"")",Notice of Intent to Publish a Funding Opportunity Announcement for Building Interdisciplinary Research Careers in Women's Health (BIRCWH); K12 Clinical Trial Optional,HHS-NIH11,National Institutes of Health,5000000,10,"Lisa Begg, Dr.P.H., RN",301-496-3975,Email: beggl@od.nih.gov,03/29/2019,05/31/2019,08/06/2019,,08/06/2019 00:00:06,Forecast 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319193"",""19-593"")",Long-Term Ecological Research,NSF,National Science Foundation,11877000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,08/06/2019,03/03/2022,03/13/2020 01:00:13,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319140"",""PAR-19-328"")",Single-Site Investigator-Initiated Clinical Trials (R61/R33 Clinical Trial Required),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,08/05/2019,09/08/2022,08/05/2019 12:36:05,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318986"",""RFA-ES-19-011"")",Mechanism for Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,800000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/31/2019,10/03/2022,07/31/2019 11:56:31,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=319013"",""80JSC019N0001"")",Human Exploration Research Opportunities (HERO),NASA-JSC,NASA Johnson Space Center,,,"Jennifer Fogarty, Ph.D.
Chief Scientist, Human Research Program
NASA Johnson Space Center (Mail Code SA2)
Houston, TX 77058
Telephone: 281-483-9753",,JS-HRP-Chief-Science-Office@mail.NASA.gov,,,07/31/2019,09/04/2020,07/31/2019 16:44:31,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318994"",""PAR-19-321"")",Palliative Care in Home and Community Settings (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/31/2019,09/07/2022,07/31/2019 08:29:31,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318975"",""PAR-19-320"")",Palliative Care in Home and Community Settings (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/31/2019,09/07/2022,07/31/2019 08:31:31,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318998"",""PAR-19-326"")","Reducing Stigma to Improve HIV/AIDS Prevention, Treatment and Care in Low- and Middle-Income Countries (R21 Clinical Trial Optional)",HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/31/2019,11/12/2020,07/31/2019 10:23:31,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318984"",""RFA-AG-20-035"")",Building Resources for the Basic Biology of Aging in Health Disparities Research (R24 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,900000,2,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/31/2019,10/19/2020,09/16/2019 11:10:16,Synopsis 2,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318944"",""PAR-19-325"")",Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/30/2019,02/11/2022,07/30/2019 13:10:30,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318902"",""PAR-19-319"")",NIDDK Central Repositories Non-renewable Sample Access (X01 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/29/2019,06/28/2022,07/29/2019 14:25:29,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318838"",""PAR-19-318"")",Strategic Alliances for Medications Development to Treat Substance Use Disorders (R01-Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/25/2019,09/01/2022,07/26/2019 10:18:26,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318559"",""PAS-19-317"")",Advancing Research on Alzheimer's Disease (AD) and Alzheimer's-Disease-Related Dementias (ADRD) (R41/R42 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/18/2019,09/06/2022,07/18/2019 12:30:18,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318538"",""PAS-19-316"")",Advancing Research on Alzheimer's Disease (AD) and Alzheimer's-Disease-Related Dementias (ADRD) (R43/R44 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/18/2019,09/06/2022,07/18/2019 12:47:18,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318359"",""PAR-19-314"")",NIA Program Project Applications (P01 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/11/2019,05/25/2022,07/11/2019 14:42:11,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318231"",""PAR-19-315"")",Discovery of Biomarkers and Biomarker Signatures for Neurological and Neuromuscular Disorders (R61/R33 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/10/2019,03/07/2022,07/10/2019 13:36:10,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318261"",""PAR-19-311"")",Mechanisms of Tolerance (R21/R33 - Clinical Trial Required),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/10/2019,01/07/2022,07/10/2019 13:10:10,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318262"",""PAR-19-313"")",Centers of Biomedical Research Excellence (COBRE) Phase 1 (P20 - Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/10/2019,01/27/2022,07/10/2019 13:29:10,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318229"",""PAR-19-312"")",Limited Competition: Renewal of Centers of Biomedical Research Excellence (COBRE) (Phase 2) (P20 - Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/10/2019,09/28/2021,07/10/2019 13:20:10,Synopsis 1,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=318128"",""RFA-OD-19-021"")",Maximizing the Scientific Value of Existing Biospecimen Collections: Scientific Opportunities for Exploratory Research (R21 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,1500000,7,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,07/08/2019,03/08/2021,07/08/2019 10:57:08,Synopsis 1,
